Reviews ID,reviews,,,,,,,,,,,,,,,,
345,"history nature An unspoiled city The excavation is completed, and when the restoration is finished, we will have a wonderful ancient city",,,,,,,,,,,,,,,,
346,"It's really hard to learn the way to go without reading the comments here Our belly broke until we learned to cross the street by boat for 5 TL from Dalyan If you don't want to drink coffee in a cool place with very reasonable prices when you cross the street and then walk to the ancient city, you can go by tractor You can also buy water and drinks from here, because the prices in the museum are definitely more expensive",,,,,,,,,,,,,,,,
347,"If you like to visit ancient cities, it is a must-see place If you enter through the open iron door that you first see, the entrance is a little difficult, you will not have to walk much",,,,,,,,,,,,,,,,
348,"It is one of the ancient cities where the structures spread over a wide area can be seen most clearly, it would be nice if a few more signboards with a beautiful road were added and because it is zero to the lake, one should be prepared for mosquitoes",,,,,,,,,,,,,,,,
349,"Kaunos, which was a commercially important port city in Antiquity, lost its port feature over time as the sea was filled with alluvium According to Herodotus, the father of history, the people of Kaunos were from the native people of Caria, but they considered themselves Cretans The geographer Strabo also writes that Kaunos has a shipyard and a port that can be closed The city was founded by Kaunos, the son of Miletos, who was exiled for having an inappropriate relationship with his twin sister The rock tombs, which can also be seen from Dalyan, were built in the 4th century BC and later used in the Roman Period There are three stone beds on which the dead were laid in the Lycian type tombs There are two Ionic columns on the façade, a frieze and pediment on the columns There are lion reliefs on one of the pediments",,,,,,,,,,,,,,,,
350,"It has become a ruin, there is neither a city nor a historical building There are only stones, structures are ruined, history is ruined Just like the ancient theater standing The history needs to be preserved, maintained and rebuilt",,,,,,,,,,,,,,,,
351,Take water with you,,,,,,,,,,,,,,,,
352,"The most neglected ancient city I have ever seen, there is no explanatory information or signage bigger than itself, as if it was abandoned to its fate, there is not even a road, there is no parking lot",,,,,,,,,,,,,,,,
353,"Very beautiful historical ancient city, I recommend you to see it once, if you have a museum card, you can enter with it, otherwise it is paid per person",,,,,,,,,,,,,,,,
354,"It is a port city, but over time, alluviums lost its connection with the sea, I visited a beautiful place, but very few of them were unearthed, but in the hands of foreigners, they all came to light",,,,,,,,,,,,,,,,
355,Every part of the Aegean is an ancient city and I don't think this place is in the top ten It's also hard to go It must be an art historian or an archaeologist or something just going to see this place,,,,,,,,,,,,,,,,
356,"went with the canal boat with the canal tour Definitely a must see place Dalyan lake view, where you can take pictures as much as its history, is also very beautiful Even though there is a buffet, I recommend bringing water with you",,,,,,,,,,,,,,,,
357,"The ancient city of Kaunos, with its history going back to the 6th century BC, is the old port city of Dalyan, which I believe will increase in popularity day by day Kaunos was such a big city for that period what Istanbul is today However, due to the alluviums of the Dalyan Stream filling the port and the sea being moved 5 km further, it lost its importance in time If you can climb two hills when you come here, a wonderful view will accompany you Don't forget to drink the wonderful pomegranate juice of the sweet-spoken sister at the Iniste harbor part even if it doesn't require tiring professional equipment and knowledge, keep your attention goat paths will show you the way Don't go out in the heat of the day, you'll have a hard time",,,,,,,,,,,,,,,,
358,"If you have come to Sultaniye hot springs, then do not neglect to stop by here, I recommend you to see the museum, which works from 1800 in summer to 1700 in winter, there is a road by car, just ask everyone, the museum card is valid, it is free for under 18 years old (muse card) You can buy the prices I took pictures)",,,,,,,,,,,,,,,,
359,Entrance fee There are no proper direction signs around You don't know which way to go So so,,,,,,,,,,,,,,,,
360,"It's a big city You can reach the Dalyan Kaunos tea garden with a half-hour walk by crossing the boats operated by the women sitting on the left trf Ancient cities are places where it is more possible to visualize and get excited if you get information about them before visiting I think that if you get information about this place in advance, it will be a pleasure to visit Explains kdr to 7 Ayhan brother, the officer at the box office, is very knowledgeable about the city and complains a lot about the fact that the visitors don't wonder at all Make Ayhan brother talk, he will tell it with love😊",,,,,,,,,,,,,,,,
361,"Unfortunately, the ancient city is falling into disrepair",,,,,,,,,,,,,,,,
362,"Ancient City of Kaunos, Capital of Carians",,,,,,,,,,,,,,,,
363,"don't know if it's because of the renovation There are warnings of renovations around, but I haven't seen any repairs Too messy Goats roam in it There are villagers who collect crops from olive trees Information signs are insufficient The place where the king tombs are located is about 1 km away and is closed It is one of the ancient cities that must be visited An ancient city inhabited by 2 civilizations",,,,,,,,,,,,,,,,
364,"Ancient City of Kaunos Kaunos, which was a commercially important port city in ancient times, lost its port feature over time as the sea was filled with alluvium According to Herodotus, the father of history, the people of Kaunos were from the indigenous people of Caria, but they considered themselves Cretans The geographer Strabo also writes that Kaunos has a shipyard and a port that can be closed The city was founded by Kaunos, the son of Miletos, who was exiled for having an inappropriate relationship with his twin sister The rock tombs, which can also be seen from Dalyan, were built in the 4th century BC and later used in the Roman Period There are three stone beds on which the dead were laid in the Lycian type tombs There are two Ionic columns on the façade, a frieze and pediment on the columns There are lion reliefs on one of the pediments The port of the city was Sülüklü Lake below the acropolis At that time, the sea was coming up to the acropolis of Kaunos After the Persians completely captured Anatolia, the city came under the rule of Mausolos After Alexander defeated the Persians in 334 BC, it came under the rule of Princess Ada, then Antigonos, and then Ptolemy The Kingdom of Rhodes remained under the sovereignty of the Pergamon Kingdom and the Roman Empire It started to lose its importance with the filling of the port The Acropolis was built on a hill of 152 meters high The one on the north side of the walls is from the Middle Ages The long wall starts from the north side of the harbor and extends to the steep cliff beyond the Dalyan Village The northern part of the wall was built during the Mausolos period Those to the northwest are from the Hellenistic Period The ones towards the harbor are from the Archaic Period The theater is at the foot of the acropolis There are 33 rows of seats One of the building remains to the west of the theater belongs to a basilica type church The others belong to the Roman Bath and Temple Behind the structure, which is built in the form of an incomplete circle and has smooth columns, there is a podium raised with three steps Here you can see the ruins of the temple It is not known what the circular structure was The stoa was unearthed during the excavations carried out in the north of Sülüklü Göl, the old port Many statue bases were found around it, but no statues were found The fountain near the stoa has been restored",,,,,,,,,,,,,,,,
365,"As someone who values the traces of the past, it was a place I enjoyed visiting It was a great moment for us that we will never forget, performing amateur theater plays with my children, spending good times with my wife and dancing",,,,,,,,,,,,,,,,
366,A history built on the rocks,,,,,,,,,,,,,,,,
367,"How beautiful was an ancient city The fact that it is spread over a large area and that the remaining structures form a complete city is wonderful, not to mention the nature landscape it is in It can be reached by walking through the village in 15 minutes, don't use it, you won't regret it, don't forget to buy the freshly squeezed narsu in front of the villagers' houses, it's delicious",,,,,,,,,,,,,,,,
368,"There are many must-see structures in Kaunos, which was an important port city in ancient times They put a small ferry for 2 cars You can arrive after a very short journey It is also possible to use without a vehicle Access by road is very difficult and troublesome",,,,,,,,,,,,,,,,
369,"An ancient city that is so different that it may rarely be seen in the world an amazing nature and an exquisite geography Travel by land vehicle, both by land and by sea",,,,,,,,,,,,,,,,
370,"It smells like history, but it is not correct to charge 175 TL at the entrance",,,,,,,,,,,,,,,,
371,"On the day we went, it was occupied by vandal television broadcasters who had permission to shoot the documentary Control is zero",,,,,,,,,,,,,,,,
372,"Do not leave without seeing this wide historical area, which still contains the important building blocks of the period in terms of architecture and has a unique view",,,,,,,,,,,,,,,,
373,"It takes about 1 hour from Köyceğiz The asphalt is not bad, but the road is bumpy and winding Especially the theater, terrace building and round structure have preserved their integrity You can stop by Sultaniye hot springs on the road and take a mud bath",,,,,,,,,,,,,,,,
374,Definitely go and visit if you came to DalyanAn ancient city built on a very beautiful place There are still buildings left You will enjoy visiting The best activity is to pluck the branches and serve the wild goats friendly There are goats everywhereThey also love pretzels you can stop the boats from the pier whenever you want ;),,,,,,,,,,,,,,,,
375,"You have to cross the boat from Dalyan and walk 15km, the entrance fee is 10tl, free for under 18 years old, cows and goats are spread inside, in my opinion, tilos was more beautiful",,,,,,,,,,,,,,,,
376,"It is a very fascinating place Those who come to visit this place should increase at least half a day There are many places to see to be examined But unfortunately I do not know enough about the excavations, because there are no restored places The restoration was not very amateurish, either",,,,,,,,,,,,,,,,
377,"must see paradise Don't forget to take mosquito repellent with you and, if possible, a nice camera If you have a car, use it to go to Iztuzu beach because it is perfect to walk on the 7 km long sandy beach",,,,,,,,,,,,,,,,
378,It hosts rare and wonderful works that must be visited and seen,,,,,,,,,,,,,,,,
379,"Very beautiful nature, historical beauties, the sea is perfect",,,,,,,,,,,,,,,,
380,"Museum card valid Excavation works continue The ruins are really beautiful Access is easy If it's close to your way, be sure to see it",,,,,,,,,,,,,,,,
381,Quietly listening,,,,,,,,,,,,,,,,
382,"It's an impressive city Don't go by car, you'll get around, ferries are 20 TL Only if you are not an expert on the subject in this ancient city, if you do not have a little curiosity, there is no direction etc",,,,,,,,,,,,,,,,
383,"region surrounded by natural beauty It is home to many bird, reptile and plant species If you want, you can climb the castle on foot and watch the whole of Dalyan, Iztuzu beach and Dalyan strait from the top",,,,,,,,,,,,,,,,
384,"You can feel like you are in another world It should definitely be visited Far from the settlement of God If it was close, the construction around it would not have been passed It is an ancient city that has been preserved in this way",,,,,,,,,,,,,,,,
385,"A neglected, neglected ancient city It is an archeological value trace, where the people around the city benefited from the existence of the city by selling goods and services at exorbitant prices, but they did not show any interest and support",,,,,,,,,,,,,,,,
386,"was here in 1991 We rented a place opposite the king tombs and pitched a tent It is a bit difficult now Kaunos, which was a commercially important port city in Antiquity, lost its port feature over time as the sea was filled with alluvium The rock tombs, which can also be seen from Dalyan, were built in the 4th century BC and were later used in the Roman Period",,,,,,,,,,,,,,,,
387,"It all started with seeing the Kaunos sign and deviating It was an adventure to cross the roads that even off roaders can't get enough of, with a 5 cm high fabia from six places A scenic view of the place, its natural history is magnificent, but there is no right straight way to go",,,,,,,,,,,,,,,,
388,"Unfortunately, it is not well known An ancient city with a beautiful landscape Since it is an old port city, it is known that they used a customs house and customs laws in order to carry out the trade life in order",,,,,,,,,,,,,,,,
389,Culture and human history Cradle of civilizations,,,,,,,,,,,,,,,,
390,"Do people get excited in a historical settlement Must See Of course, you will not see an advertisement for the organization or Turkish Tourism",,,,,,,,,,,,,,,,
391,Super Definitely visit,,,,,,,,,,,,,,,,
392,"It is very difficult to reach, but I had only seen the king tombs from Dalyan on a boat tour before A hidden value that must be seen",,,,,,,,,,,,,,,,
393,A very nice place But the road is very winding and bumpy The road is a little challenging,,,,,,,,,,,,,,,,
394,"It's not nice to go with a child who doesn't like to walk or in a stroller It is extremely hot in the summer, and the most beautiful autumn and spring are also visited worth seeing",,,,,,,,,,,,,,,,
395,"Traihi place is nice, but I don't prefer land transportation, boat tours are better",,,,,,,,,,,,,,,,
396,"After the unique nature of Dalyan, a trip to the ancient city of Kaunos is invaluable You reach Kaunos by boat from Dalyan to the opposite shore, the ruins that must be visited",,,,,,,,,,,,,,,,
397,"They are not well informed, there is no sign, there is no well-organized and systematic road map, you travel randomly, it gets harder in the heat It happens when you question whether I came all this way for a mess Still history, our respect is endless, the entrance fee was 14 TL per person, the children were not paid Other entrances are also I think there was no box office there",,,,,,,,,,,,,,,,
398,"It is set in a beautiful place with a beautiful view, but there is not much to see inside If the excavations are over in Sagalassos, I recommend you to choose there",,,,,,,,,,,,,,,,
399,"It would be true if I say that history will permeate all of you There are places on top of the mountain, the goal is under it, it would be a great place to come to Dalyan, a wonderful place with the harbor probably settled by the sea in the past",,,,,,,,,,,,,,,,
400,fasten your sneakers tight,,,,,,,,,,,,,,,,
401,"The view is magnificent: iztuzu beach (Karetta karatta beach, Muğla Dalyan delta, the sea looks wonderful, when you turn your head to the other side, Kaunos King tombs, the twisting Dalyan River, orange and lemon groves You can take your food and drink and spend a whole day here",,,,,,,,,,,,,,,,
402,It is recommended that we ate sweetgum pancakes near a beautiful ancient city,,,,,,,,,,,,,,,,
403,KaunosAn impressive ancient city overlooking the magnificent Dalyan beach The crossing point of the Lycian and Carian civilizations,,,,,,,,,,,,,,,,
404,"With boat tours, you can start from Köyceğiz and go to Dalyan and from there to Iztuzu Beach via canals The king tombs, located on the other side of the canal just across the Dalyan settlement, are unique and worth seeing",,,,,,,,,,,,,,,,
405,A very well preserved huge city,,,,,,,,,,,,,,,,
406,"It has an amazing view and history While visiting the city, I realized that there are historical buildings that need more attention",,,,,,,,,,,,,,,,
407,"It's a must see place, but very neglected You should sit in the amphitheater and watch the surroundings",,,,,,,,,,,,,,,,
408,"There are boater sisters by the tea garden, go to the opposite shore by boat 5TL(2018) If you pass by bicycle, which I think, they buy for bicycle for 5 TL Walking in the heat is very bad",,,,,,,,,,,,,,,,
409,Impressive works; the theater and the fountain system in front of it Excavations still continue,,,,,,,,,,,,,,,,
410,"Considering the conditions of the time, the ancient cities and tombs that are still admirable how they were built and have been preserved until today A unique work like the King Rock Tombs in Amasya and the ancient city of Pedra in Jordan, I wonder if the natural structure was still the same before it was built leaving questions",,,,,,,,,,,,,,,,
411,A wonderful and magnificent place You can go by boat or on foot You can also go by car if you wish Be sure to add it to your visit plans,,,,,,,,,,,,,,,,
412,"One of the beautiful ancient cities in our country, you can stop by here and tour for 12 hours while taking a boat tour",,,,,,,,,,,,,,,,
413,"Kaunos, which was a commercially important port city in Antiquity, lost its port feature over time as the sea was filled with alluvium According to Herodotus, the people of Caunos were from the indigenous people of Caria, but they considered themselves Cretans Geographer Strabo also said that Kaunos had a shipyard and a sealable port / Kaunos, which was a commercial port city in antiquity, lost its character as a port when the sea was filled with alluvium According to Herodotus, the Caunos were among the inhabitants of Caria, but they considered themselves Cretans Geographer Strabon also said that Caunos had a shipyard and a harbor that could be closed",,,,,,,,,,,,,,,,
414,"Although a beautiful Theater remains from the ancient city, other excavations are presented with a lack of information, I wish detailed information was given next to each building",,,,,,,,,,,,,,,,
415,"There are many works that need to come to light A suitable place for trekking Don't go in a hurry without water with you It's hot, it doesn't hurt",,,,,,,,,,,,,,,,
416,"There is no sign, the track inside is not marked and not followed Brochure etc like sketch It's like it was built so that it wouldn't be visited without a guide",,,,,,,,,,,,,,,,
417,"Our ancient city is famous for its place of establishment, the beauty of its scenery and, of course, being too neglected like our other ancient cities",,,,,,,,,,,,,,,,
418,"It should definitely be visited, you need to take time to see its splendor, the view is magnificent with everything",,,,,,,,,,,,,,,,
419,"It is one of the historical places of my country, but unfortunately our people are still unconscious, and donkeys in the middle and dung on the ground, even if we do not show a little respect for history",,,,,,,,,,,,,,,,
420,"There is not much to see except the ancient theater and king tombs, but if you are a history lover, you can go if it is close to your way",,,,,,,,,,,,,,,,
421,"Travel and travel, you are getting lost in a never ending history, this must be a beautiful trip in history",,,,,,,,,,,,,,,,
422,think it is one of the most beautiful ancient cities in the world Visit this ancient city with a magnificent view of Danyan with a boat tour,,,,,,,,,,,,,,,,
423,"It's pretty irrelevant here There are those who go up to the castle on the hill, but there is no way It is not even clear whether dating is dangerous or forbidden There is no information",,,,,,,,,,,,,,,,
424,"It's one of the places to see, it's a very nice place, I recommend it",,,,,,,,,,,,,,,,
425,The second most beautiful ancient city I have ever seen ✔,,,,,,,,,,,,,,,,
426,Let's read the history of the city in a brochure while walking,,,,,,,,,,,,,,,,
427,It is an incredibly beautiful place that everyone should see The scenery is fascinating It is necessary to come in the morning and leave time,,,,,,,,,,,,,,,,
428,"Nice atmosphere, do good research before you arrive alone, the roads are mixed, we were victims",,,,,,,,,,,,,,,,
429,The landscape is wonderful,,,,,,,,,,,,,,,,
430,"The royal tombs from Dalyan are very easy to reach, it is forbidden to look closely for now, water is not sold inside on Monday, I guess it was a bit of a problem, but other than that, it's a great place",,,,,,,,,,,,,,,,
431,It is one of the origin cities of the historical Caunos civilization An ancient city that must be seen,,,,,,,,,,,,,,,,
432,"One of the ancient structures to visit for those who love history, a beautiful architectural work built on the Dalyan lagoon",,,,,,,,,,,,,,,,
433,"I've never seen such a disgrace, there is no respect for history, people go all that way, they get an entrance fee for nothing, there is no guide to tell, nor a simulator",,,,,,,,,,,,,,,,
434,A very beautiful ancient city More excavation work needs to be done,,,,,,,,,,,,,,,,
435,"Those who regret going because the road is far, what can I tell you, I went and didn't want to leave there, it's a magnificent campus, it's definitely a must go, the road is tough but worth it",,,,,,,,,,,,,,,,
436,It would be better if there was care and promotion Our country is at the forefront of history Most countries that dominate the world left a mark in Turkey,,,,,,,,,,,,,,,,
437,"While we were visiting the city, we did not understand where we were and what structure we were looking at Apart from that, the city is geographically positioned in a perfect place",,,,,,,,,,,,,,,,
438,"very nice place to visit, a must visit if you come to dalyan",,,,,,,,,,,,,,,,
439,"It's a bit of a bad road, but the entrance fee for a place that can be visited is 14 TL",,,,,,,,,,,,,,,,
440,"Let's drink, get better and save the country, the magnificent city of Kaunos, the man of the time There is also a ferry that you can cross the river with your car I think you should not die without seeing it",,,,,,,,,,,,,,,,
441,It would be great if it was easier to access,,,,,,,,,,,,,,,,
442,"It can be worked on, can be developed, a wonderful work, the sunset is worth seeing",,,,,,,,,,,,,,,,
443,A huge and impressive ancient city But whoever is head of restoration should know that he is only renovating with new shiny marble Too bad He's officially killing,,,,,,,,,,,,,,,,
444,"It's okay, it's paid, the way is neglected, it's still the same",,,,,,,,,,,,,,,,
445,There is no service provided other than the entrance fee There are no information or direction signs,,,,,,,,,,,,,,,,
446,"An ancient city with a perfect texture, view and road is recommended (don't go in the heat)",,,,,,,,,,,,,,,,
447,"The ancient city is very beautiful, and if you do not have a health problem, you must go to the top of the kaunos, the view is wonderful",,,,,,,,,,,,,,,,
448,"Definitely take your time lazing around on the beach here Mud bath or something, let's visit here and here and develop our culture",,,,,,,,,,,,,,,,
449,A must visit place Very nice,,,,,,,,,,,,,,,,
450,I recommend everyone to visit izkumu rock tombs and ancient city with these beautiful boat trips,,,,,,,,,,,,,,,,
451,"very beautiful ancient city, well-kept, immaculate Green we loved it",,,,,,,,,,,,,,,,
452,"Suuklu lake looks great from the ancient theater If you can climb up to the castle, you can encounter an incredible view of Dalyan",,,,,,,,,,,,,,,,
453,"I would recommend those who have the opportunity to visit a beautiful ancient city, if you like history, it can be a good choice for you",,,,,,,,,,,,,,,,
454,"The view is beautiful They built the castle in a very strategic place, but when it became fertile, the place constantly changed hands You are walking a little uphill But it's worth",,,,,,,,,,,,,,,,
455,To reach the ancient cities that embraced the ancient tribes who lived in this beautiful COUNTRY like us,,,,,,,,,,,,,,,,
456,One of the must see historical places,,,,,,,,,,,,,,,,
457,Ours has been restored,,,,,,,,,,,,,,,,
458,"It is a very beautiful ancient city that has been neglected a bit, but definitely worth a visit",,,,,,,,,,,,,,,,
459,"It is difficult with children, but Meriç cafe, which is the place to eat pancakes and rest at the boat stop, is wonderful",,,,,,,,,,,,,,,,
460,The place where you make the toilet…,,,,,,,,,,,,,,,,
461,Not worth visiting The entrance fee is 10 TL if you do not have a museum card,,,,,,,,,,,,,,,,
462,"If you have come to Dalyan, do not return without seeing it",,,,,,,,,,,,,,,,
463,"The ancient city, located on the magnificent Dalyan lagoon system, must be seen",,,,,,,,,,,,,,,,
464,"A wonderful ancient city is very impressive, there is a large area of settlement, it should definitely be visited",,,,,,,,,,,,,,,,
465,The location is very niceBaskent University has done successful archaeological studies hereit was very pleasant to sit in the theaterwalk on its roads,,,,,,,,,,,,,,,,
466,Local and national excavation,,,,,,,,,,,,,,,,
467,Make sure to bring water with you,,,,,,,,,,,,,,,,
468,"It's beautiful, I recommend everyone to go",,,,,,,,,,,,,,,,
469,"One of the must-see places among the ancient cities of Caria, it is more suitable for visiting preferably in the spring",,,,,,,,,,,,,,,,
470,one of the must visit places,,,,,,,,,,,,,,,,
471,I can't describe the scenery The establishment on the hill caught my attention Men were fond of taste even back then,,,,,,,,,,,,,,,,
472,It's an awesome place It should definitely be visited,,,,,,,,,,,,,,,,
473,We went during the holidays The buffet was closed There was no place to get water nearby WC was very dirty,,,,,,,,,,,,,,,,
474,One of the places to visit,,,,,,,,,,,,,,,,
475,"The historical cemeteries carved into the BC mountain are wonderful Dalyan is beautiful Nature, tranquility",,,,,,,,,,,,,,,,
476,It's unclear where the entrance isNo sign of what is whereso it's like the year2020 BC,,,,,,,,,,,,,,,,
477,"An excellent historical place, definitely a must-see",,,,,,,,,,,,,,,,
478,Definitely a must see Don't forget to go to the top and watch Dalyan,,,,,,,,,,,,,,,,
479,"It's great, but my advice is to take plenty of water with you and spare at least 2 hours Of course, I also recommend you to go cream against the scorching heat",,,,,,,,,,,,,,,,
480,"By paying 20 TL, you can cross the ferry with your car and walk 100 meters",,,,,,,,,,,,,,,,
481,Port city It is 20 minutes from Dalyan by boat and walking from there Or you can reach it with minibus tractors,,,,,,,,,,,,,,,,
482,"The going is very difficult If you go from Köyceğiz, you can go directly, but it is necessary to travel with boats from dalyan Go and see the royal tombs",,,,,,,,,,,,,,,,
483,"You will feel the craftsmanship that people carved their traces on stones thousands of years ago in the ancient civilization ruins, you will be curious about them",,,,,,,,,,,,,,,,
484,"Do not go at noon, your brain will burn The buffet is closed, make sure to take water and go, but go The sea is not always sand",,,,,,,,,,,,,,,,
485,"It is a place that needs to be worked very hard, there is neither a man telling history nor anything else",,,,,,,,,,,,,,,,
486,It is an amazing city worth seeing for those who really love history,,,,,,,,,,,,,,,,
487,The ancient theater is incredibly well preserved be sure to see it,,,,,,,,,,,,,,,,
488,It is imperative that there are tables or booklets that guide more regularly and tell the history,,,,,,,,,,,,,,,,
489,Free people over 65 are very helpful,,,,,,,,,,,,,,,,
490,"Goats accompany you on the trip, olive trees and history meet",,,,,,,,,,,,,,,,
491,"I recommend you to visit the history and nature, which is worth seeing",,,,,,,,,,,,,,,,
492,"The historical place road is a little bit inside, you can go to see it",,,,,,,,,,,,,,,,
493,It is a very beautiful ancient city that must be visited,,,,,,,,,,,,,,,,
494,Where kings live with elite venues Prices are reasonable,,,,,,,,,,,,,,,,
495,Very interesting for history lovers,,,,,,,,,,,,,,,,
496,One of the most beautiful historical places to visit in Turkey,,,,,,,,,,,,,,,,
497,"A big ancient city, muzekart is valid, its amphitheater is beautiful",,,,,,,,,,,,,,,,
498,"If you are on your way, it is one of the must-see places",,,,,,,,,,,,,,,,
499,A paradise lost in history that was a settlement in the first age,,,,,,,,,,,,,,,,
500,"It would be nice if the witness of the past has a solution that is difficult to reach some points, he wants to see those areas as well",,,,,,,,,,,,,,,,
501,It is one of the places that should be missed by those who love to visit historical places,,,,,,,,,,,,,,,,
502,"Places worth seeing, but take your water with you 500 ml of water 5 TL ice cream 12 TL",,,,,,,,,,,,,,,,
503,A must visit We took our breath away when we saw the theater,,,,,,,,,,,,,,,,
504,"You are amazed by the human power, it is so beautiful, I am amazed, personally, only the cities made of stone should definitely visit",,,,,,,,,,,,,,,,
505,"A beautiful ancient city, very beautiful and must visit for the curious",,,,,,,,,,,,,,,,
506,"In fact, there are beautiful historical artifacts if they are not left to the goats",,,,,,,,,,,,,,,,
507,"For Cybele's sake, there are beautiful frogs here",,,,,,,,,,,,,,,,
508,We did not have the opportunity to visit But I think it is worth visiting,,,,,,,,,,,,,,,,
509,"Considering that it was built at that time, it is wonderful, especially the king rock cemeteries",,,,,,,,,,,,,,,,
510,"Kaunos, one of the ancient cities in Köyceğiz, is one of the places worth visiting with its decor and architecture",,,,,,,,,,,,,,,,
511,"Missing direction signs, well kept, worth a visit",,,,,,,,,,,,,,,,
512,Definitely a must see place,,,,,,,,,,,,,,,,
513,"The ascent was very difficult even by car Even after entering the ancient city, transportation is problematic",,,,,,,,,,,,,,,,
514,"He should definitely be made like a man A huge ancient city, but there is no order inside",,,,,,,,,,,,,,,,
515,"It's nice, it's very warm, I think you should travel in winter Prolonged trouble in August",,,,,,,,,,,,,,,,
516,It's a must see place with a very old history,,,,,,,,,,,,,,,,
517,"Everything is classical except the water is five liras, Ministry of Culture and Tourism ;)",,,,,,,,,,,,,,,,
518,"A nice place,",,,,,,,,,,,,,,,,
519,"It was nice, I want you to go",,,,,,,,,,,,,,,,
520,"Nature is a wonder, one of the must-see places in Turkey",,,,,,,,,,,,,,,,
521,It's worth to be seen,,,,,,,,,,,,,,,,
522,I come every year and take the same photos over and over with admiration The differences in the photos are that I get one more year every year,,,,,,,,,,,,,,,,
523,a must see place,,,,,,,,,,,,,,,,
524,"The city is very beautiful, but restoration is a must, I hope it will be restored as soon as possible",,,,,,,,,,,,,,,,
525,There is no work for years left to its fate,,,,,,,,,,,,,,,,
526,You must see the ancient city Maybe you can meet the squirrel family,,,,,,,,,,,,,,,,
527,worth a visit,,,,,,,,,,,,,,,,
528,It is still inconceivable how people put those big stones in that era,,,,,,,,,,,,,,,,
529,"A person should realize why he couldn't fit into the world when he was able to fit in his mother's womb, and eventually he would have to fit in one square meter",,,,,,,,,,,,,,,,
530,"It's gorgeous, it's more beautiful than I expected I couldn't visit every part of it",,,,,,,,,,,,,,,,
531,Make sure to climb the hill where the ancient city is located and watch the view,,,,,,,,,,,,,,,,
532,One of the must see places,,,,,,,,,,,,,,,,
533,"A very nice town, except for the municipality trying to extract oil from the fly",,,,,,,,,,,,,,,,
534,"It is possible to see different-purpose structures built at different times, spread over a wide area, together",,,,,,,,,,,,,,,,
535,Fill your coffee in the thermos and be there at 5 o'clock The sunset is legendary,,,,,,,,,,,,,,,,
536,"You will need water, they sell small water for 4 TL there, advise me, get your water before you go there",,,,,,,,,,,,,,,,
537,"Wonderful It would be even more wonderful if we could visit, but the door was locked As far as I understand it will be privately operated",,,,,,,,,,,,,,,,
538,"A VERY ADVANCED PORT CITY OF ITS TIME, ONE OF THE MOST IMPORTANT CARIA CIVILIZATIONS",,,,,,,,,,,,,,,,
539,"very beautiful farm places in carettas, fascinating blue crabs, spawning island of carettas, the bays are perfect",,,,,,,,,,,,,,,,
540,Legendary landscape A beautiful ancient city,,,,,,,,,,,,,,,,
541,"Negligent and uninterested, very bad entry way",,,,,,,,,,,,,,,,
542,The most important ancient city to visit in dalyan,,,,,,,,,,,,,,,,
543,"The walking distance is long, but when you reach the ancient city, you will see that it is worth it",,,,,,,,,,,,,,,,
544,take a walk in the morning or evening hours and you will see the layers of history,,,,,,,,,,,,,,,,
545,Not enough careful study has been done,,,,,,,,,,,,,,,,
546,"We couldn't go, we didn't know how to get there, the path is not clear, we became the border",,,,,,,,,,,,,,,,
547,Beautiful must-see places,,,,,,,,,,,,,,,,
548,"You can't go up to the acropolis, other than that it's a nice place",,,,,,,,,,,,,,,,
549,An officer there said that this place was only excavated during the summer months and by volunteer students It's very painful,,,,,,,,,,,,,,,,
550,Restoration continues,,,,,,,,,,,,,,,,
551,"There is a church, bath and castle, its area is very large",,,,,,,,,,,,,,,,
552,The view of Dalyan from the ancient city is wonderful So are the rock tombs,,,,,,,,,,,,,,,,
553,It's very nice to go and see,,,,,,,,,,,,,,,,
554,Tremendous You can see that history is embroidered,,,,,,,,,,,,,,,,
555,It's an awesome place Everyone should see,,,,,,,,,,,,,,,,
556,Must-see places for history lovers,,,,,,,,,,,,,,,,
557,"A magnificent atmosphere, a mystical atmosphere, must be seen",,,,,,,,,,,,,,,,
558,"A very beautiful ancient city, people go to the past for a moment",,,,,,,,,,,,,,,,
559,The world would be a wonderful place if there were no cows and goats and they made their way inside,,,,,,,,,,,,,,,,
560,Among the must-see places,,,,,,,,,,,,,,,,
561,An unbelievably beautiful nature,,,,,,,,,,,,,,,,
562,"Every time I go, I definitely stop by It has a wonderful historical texture, add it to your route",,,,,,,,,,,,,,,,
563,It's a great place and it was unique to come across the sunset especially,,,,,,,,,,,,,,,,
564,A perfect place where ancient and natural wonders meet,,,,,,,,,,,,,,,,
565,A very good historical beauty,,,,,,,,,,,,,,,,
566,"I'm sir, unique beauty, the scenery is amazing",,,,,,,,,,,,,,,,
567,"It deserves to be seen with its ancient tombs, which add importance to Dalyan",,,,,,,,,,,,,,,,
568,Definitely a place to visit when you go to dalyan,,,,,,,,,,,,,,,,
569,"It reminds a little sumela, the road is very winding and you stay on the hill",,,,,,,,,,,,,,,,
570,Magnificent Landscape A place that must be visited,,,,,,,,,,,,,,,,
571,"Going by road is death, plus bad if you're in the sun Worth the view",,,,,,,,,,,,,,,,
572,Informational text is too little No brochures Insufficient promotion,,,,,,,,,,,,,,,,
573,"It is really full of history, but it needs to be explored",,,,,,,,,,,,,,,,
574,"A view that will prolong one's life, especially at night",,,,,,,,,,,,,,,,
